CustomerID,InvoiceNo,InvoiceDate,Quantity,UnitPrice,TotalAmount
1661,52550,19-04-2023 02:00,3,86.75,260.25
1548,54225,19-04-2023 03:00,9,17.42,156.78
1351,50596,19-04-2023 04:00,2,35.95,71.9
1311,56054,19-04-2023 05:00,4,59.84,239.36
1872,51505,19-04-2023 06:00,8,69.26,554.08
1058,59053,19-04-2023 07:00,6,77.53,465.18
1642,56468,19-04-2023 08:00,7,35.23,246.61
1923,57236,19-04-2023 09:00,7,18.86,132.02
1713,51551,19-04-2023 10:00,2,95.71,191.42
1754,59928,19-04-2023 11:00,4,12.26,49.04
1034,56852,19-04-2023 12:00,6,14.1,84.6
1444,51449,19-04-2023 13:00,3,52.02,156.06
1092,55953,19-04-2023 14:00,9,82.83,745.47
1949,58456,19-04-2023 15:00,4,78.58,314.32
1958,58042,19-04-2023 16:00,2,94.08,188.16
1206,52659,19-04-2023 17:00,6,18.45,110.7
1352,57509,19-04-2023 18:00,1,40.69,40.69
1902,57893,19-04-2023 19:00,6,31.8,190.8
1331,57445,19-04-2023 20:00,1,86.78,86.78
1816,52721,19-04-2023 21:00,8,51.39,411.12
1861,59654,19-04-2023 22:00,5,7.55,37.75
1724,59637,19-04-2023 23:00,6,72.26,433.56
1158,52925,20-04-2023 00:00,2,41.93,83.86
1953,59824,20-04-2023 01:00,2,55.46,110.92
1956,57104,20-04-2023 02:00,9,89.91,809.19
1023,56240,20-04-2023 03:00,3,29.39,88.17
1403,50512,20-04-2023 04:00,6,27.83,166.98
1804,50215,20-04-2023 05:00,5,30,150
1515,57299,20-04-2023 06:00,4,37.12,148.48
1731,53153,20-04-2023 07:00,2,15.2,30.4
1363,57450,20-04-2023 08:00,8,71.24,569.92
1381,51706,20-04-2023 09:00,7,24.7,172.9
1531,51567,20-04-2023 10:00,2,92.98,185.96
1955,51128,20-04-2023 11:00,6,25.49,152.94
1151,53510,20-04-2023 12:00,8,29.29,234.32
1561,57867,20-04-2023 13:00,7,33.22,232.54
1688,52365,20-04-2023 14:00,1,78.01,78.01
1946,55583,20-04-2023 15:00,5,45.62,228.1
1607,54897,20-04-2023 16:00,2,82.84,165.68
1616,55718,20-04-2023 17:00,6,79.56,477.36
1419,56001,20-04-2023 18:00,7,93.3,653.1
1249,54567,20-04-2023 19:00,7,76.88,538.16
1116,59271,20-04-2023 20:00,3,9.93,29.79
1865,52741,20-04-2023 21:00,7,84.54,591.78
1511,53020,20-04-2023 22:00,5,94.12,470.6
1739,56256,20-04-2023 23:00,8,99.4,795.2
1577,50228,21-04-2023 00:00,8,16.9,135.2
1334,58362,21-04-2023 01:00,7,63.26,442.82
1417,50294,21-04-2023 02:00,6,23.95,143.7
1931,54284,21-04-2023 03:00,2,29.94,59.88
1773,58617,21-04-2023 04:00,6,75.83,454.98
1294,56801,21-04-2023 05:00,9,97.88,880.92
1937,50918,21-04-2023 06:00,2,61.51,123.02
1754,50498,21-04-2023 07:00,1,85.81,85.81
1370,52809,21-04-2023 08:00,5,5.84,29.2
1185,54961,21-04-2023 09:00,6,8.48,50.88
1245,59017,21-04-2023 10:00,3,61.69,185.07
1636,53779,21-04-2023 11:00,8,41.95,335.6
1267,52118,21-04-2023 12:00,7,89.53,626.71
1642,56391,21-04-2023 13:00,2,33.69,67.38
1236,50145,21-04-2023 14:00,7,46.04,322.28
1529,57942,21-04-2023 15:00,1,55.15,55.15
1551,54565,21-04-2023 16:00,9,30.94,278.46
1020,50192,21-04-2023 17:00,7,91.31,639.17
1910,55187,21-04-2023 18:00,6,49.13,294.78
1736,56637,21-04-2023 19:00,2,45.29,90.58
1866,58243,21-04-2023 20:00,3,85.73,257.19
1793,52410,21-04-2023 21:00,1,34.64,34.64
1519,51820,21-04-2023 22:00,5,82.66,413.3
1099,52964,21-04-2023 23:00,9,16.62,149.58
1751,52521,22-04-2023 00:00,6,22.36,134.16
1477,52568,22-04-2023 01:00,5,95.33,476.65
1598,55882,22-04-2023 02:00,3,85.03,255.09
1297,51867,22-04-2023 03:00,5,41.85,209.25
1939,57465,22-04-2023 04:00,8,65.65,525.2
1525,57602,22-04-2023 05:00,2,94.58,189.16
1333,53199,22-04-2023 06:00,5,25.13,125.65
1001,56103,22-04-2023 07:00,6,10.61,63.66
1374,50240,22-04-2023 08:00,8,56.06,448.48
1292,53440,22-04-2023 09:00,8,18.55,148.4
1836,54631,22-04-2023 10:00,5,22.8,114
1933,59599,22-04-2023 11:00,9,89.7,807.3
1552,58274,22-04-2023 12:00,4,5.7,22.8
1317,55077,22-04-2023 13:00,9,82.6,743.4
1501,53768,22-04-2023 14:00,7,54.11,378.77
1827,59142,22-04-2023 15:00,6,58.13,348.78
1380,57995,22-04-2023 16:00,4,68.82,275.28
1622,58802,22-04-2023 17:00,2,45.99,91.98
1013,56429,22-04-2023 18:00,8,15.98,127.84
1503,53605,22-04-2023 19:00,6,14.77,88.62
1230,52173,22-04-2023 20:00,3,76.66,229.98
1984,59714,22-04-2023 21:00,7,26,182
1083,56568,22-04-2023 22:00,7,7.67,53.69
1129,52601,22-04-2023 23:00,6,98.06,588.36
1742,52657,23-04-2023 00:00,2,98.14,196.28
1837,56080,23-04-2023 01:00,8,40.92,327.36
1144,57325,23-04-2023 02:00,1,7.42,7.42
1890,52159,23-04-2023 03:00,1,74.09,74.09
1856,53830,23-04-2023 04:00,6,83.95,503.7
1027,58313,23-04-2023 05:00,5,16.88,84.4
1065,54368,23-04-2023 06:00,9,17.87,160.83
1162,51317,23-04-2023 07:00,7,83.11,581.77
1228,54493,23-04-2023 08:00,2,92.58,185.16
1260,51230,23-04-2023 09:00,7,80.12,560.84
1448,51133,23-04-2023 10:00,3,24.07,72.21
1423,57607,23-04-2023 11:00,1,44.09,44.09
1459,51301,23-04-2023 12:00,8,62.08,496.64
1951,51910,23-04-2023 13:00,3,20.23,60.69
1675,58082,23-04-2023 14:00,8,25.01,200.08
1300,58107,23-04-2023 15:00,7,31.87,223.09
1918,59697,23-04-2023 16:00,2,53.4,106.8
1302,57970,23-04-2023 17:00,1,53.53,53.53
1286,51916,23-04-2023 18:00,7,82.36,576.52
1394,56996,23-04-2023 19:00,1,76.54,76.54
1009,52757,23-04-2023 20:00,6,91.8,550.8
1706,56464,23-04-2023 21:00,8,84.13,673.04
1629,50178,23-04-2023 22:00,7,29.12,203.84
1269,59088,23-04-2023 23:00,4,36.47,145.88
1591,56362,24-04-2023 00:00,1,52.54,52.54
1969,59743,24-04-2023 01:00,1,6.36,6.36
1604,58683,24-04-2023 02:00,4,90.87,363.48
1777,50060,24-04-2023 03:00,5,9.21,46.05
1843,59269,24-04-2023 04:00,7,35.63,249.41
1861,56681,24-04-2023 05:00,4,59.07,236.28
1360,52895,24-04-2023 06:00,1,54.19,54.19
1256,50585,24-04-2023 07:00,7,67.17,470.19
1132,55823,24-04-2023 08:00,2,55.11,110.22
1275,50534,24-04-2023 09:00,2,26.76,53.52
1775,53462,24-04-2023 10:00,8,24.1,192.8
1682,54011,24-04-2023 11:00,5,91.19,455.95
1971,53398,24-04-2023 12:00,2,30.08,60.16
1512,52155,24-04-2023 13:00,5,31.69,158.45
1312,55966,24-04-2023 14:00,8,44.23,353.84
1575,57329,24-04-2023 15:00,6,18.25,109.5
1885,56957,24-04-2023 16:00,3,53.19,159.57
1979,59196,24-04-2023 17:00,8,68.18,545.44
1283,55325,24-04-2023 18:00,9,79.67,717.03
1120,58518,24-04-2023 19:00,5,72.59,362.95
1106,54703,24-04-2023 20:00,2,19.03,38.06
1932,52706,24-04-2023 21:00,2,48.33,96.66
1686,50001,24-04-2023 22:00,7,8.67,60.69
1996,59225,24-04-2023 23:00,1,6.69,6.69
1203,58316,25-04-2023 00:00,2,46.81,93.62
1164,51104,25-04-2023 01:00,4,29.03,116.12
1304,51861,25-04-2023 02:00,1,69.92,69.92
1496,55269,25-04-2023 03:00,4,73.8,295.2
1631,56943,25-04-2023 04:00,5,90.06,450.3
1555,58320,25-04-2023 05:00,9,77.26,695.34
1823,50437,25-04-2023 06:00,1,9.58,9.58
1155,54846,25-04-2023 07:00,5,40.3,201.5
1366,53129,25-04-2023 08:00,2,30.94,61.88
1718,59413,25-04-2023 09:00,9,41.68,375.12
1901,58081,25-04-2023 10:00,6,20.21,121.26
1619,50901,25-04-2023 11:00,2,14.28,28.56
1250,55398,25-04-2023 12:00,3,54.49,163.47
1956,56678,25-04-2023 13:00,8,73.44,587.52
1915,55529,25-04-2023 14:00,1,71.68,71.68
1881,56604,25-04-2023 15:00,3,47.84,143.52
1333,53918,25-04-2023 16:00,1,54.62,54.62
1641,51067,25-04-2023 17:00,8,54.05,432.4
1968,50026,25-04-2023 18:00,1,70.7,70.7
1510,56937,25-04-2023 19:00,5,9.55,47.75
1292,57264,25-04-2023 20:00,4,72.44,289.76
1019,57118,25-04-2023 21:00,7,60.31,422.17
1281,50547,25-04-2023 22:00,5,23.82,119.1
1796,58758,25-04-2023 23:00,8,9.66,77.28
1000,58895,26-04-2023 00:00,1,15.31,15.31
1118,55338,26-04-2023 01:00,5,54.85,274.25
1034,53140,26-04-2023 02:00,4,77.05,308.2
1197,57996,26-04-2023 03:00,3,36.79,110.37
1484,51590,26-04-2023 04:00,5,41.02,205.1
1756,57776,26-04-2023 05:00,3,93.74,281.22
1058,54943,26-04-2023 06:00,8,25.24,201.92
1836,58997,26-04-2023 07:00,3,14.86,44.58
1160,57798,26-04-2023 08:00,1,37.62,37.62
1690,53791,26-04-2023 09:00,9,75.86,682.74
1205,51357,26-04-2023 10:00,9,64.48,580.32
1011,58092,26-04-2023 11:00,6,44.5,267
1489,53225,26-04-2023 12:00,1,96.65,96.65
1275,52460,26-04-2023 13:00,8,74.82,598.56
1692,58737,26-04-2023 14:00,2,10.88,21.76
1241,52728,26-04-2023 15:00,9,75.74,681.66
1215,56726,26-04-2023 16:00,8,7.28,58.24
1250,57481,26-04-2023 17:00,3,66.78,200.34
1810,56430,26-04-2023 18:00,5,25,125
1125,53114,26-04-2023 19:00,9,71.16,640.44
1993,50616,26-04-2023 20:00,1,34.43,34.43
1216,53644,26-04-2023 21:00,9,87.94,791.46
1305,56413,26-04-2023 22:00,4,37.01,148.04
1796,51203,26-04-2023 23:00,4,63.87,255.48
1184,59951,27-04-2023 00:00,4,32.16,128.64
1038,52565,27-04-2023 01:00,9,92.14,829.26
1222,53174,27-04-2023 02:00,6,79.19,475.14
1183,53081,27-04-2023 03:00,8,28.11,224.88
1494,52630,27-04-2023 04:00,4,95.14,380.56
1426,53161,27-04-2023 05:00,3,38.93,116.79
1177,54321,27-04-2023 06:00,1,66.93,66.93
1918,58861,27-04-2023 07:00,7,75.57,528.99
1427,56269,27-04-2023 08:00,4,7.18,28.72
1293,57099,27-04-2023 09:00,8,96.1,768.8
1851,57376,27-04-2023 10:00,3,37.72,113.16
1150,54078,27-04-2023 11:00,1,23.03,23.03
1383,55801,27-04-2023 12:00,5,85.82,429.1
1637,54151,27-04-2023 13:00,2,71.78,143.56
1812,58911,27-04-2023 14:00,3,13.24,39.72
1307,52600,27-04-2023 15:00,6,16.12,96.72
1335,56175,27-04-2023 16:00,3,72.94,218.82
1945,50666,27-04-2023 17:00,3,12.1,36.3
1745,50283,27-04-2023 18:00,6,92.13,552.78
1891,55840,27-04-2023 19:00,5,75.45,377.25
1374,53565,27-04-2023 20:00,9,36.87,331.83
1007,54593,27-04-2023 21:00,1,39.48,39.48
1340,51465,27-04-2023 22:00,3,53.12,159.36
1128,58321,27-04-2023 23:00,3,39.29,117.87
1775,54734,28-04-2023 00:00,6,79.43,476.58
1668,56257,28-04-2023 01:00,8,97.6,780.8
1351,57366,28-04-2023 02:00,3,60.53,181.59
1357,53672,28-04-2023 03:00,3,47.37,142.11
1516,57382,28-04-2023 04:00,6,26.16,156.96
1494,56587,28-04-2023 05:00,8,67.08,536.64
1085,50992,28-04-2023 06:00,6,70.13,420.78
1174,56858,28-04-2023 07:00,3,70.09,210.27
1801,52121,28-04-2023 08:00,4,7.56,30.24
1192,52223,28-04-2023 09:00,1,90.42,90.42
1310,54522,28-04-2023 10:00,8,37.12,296.96
1118,53188,28-04-2023 11:00,4,75.7,302.8
1217,53237,28-04-2023 12:00,6,77.18,463.08
1426,54136,28-04-2023 13:00,3,66.8,200.4
1969,50343,28-04-2023 14:00,6,42.51,255.06
1413,54704,28-04-2023 15:00,9,62.8,565.2
1113,54823,28-04-2023 16:00,9,8.82,79.38
1977,54920,28-04-2023 17:00,3,77.38,232.14
1144,53201,28-04-2023 18:00,3,14.46,43.38
1537,55471,28-04-2023 19:00,4,42.69,170.76
1647,50888,28-04-2023 20:00,7,14.84,103.88
1302,59533,28-04-2023 21:00,3,84.52,253.56
1743,57127,28-04-2023 22:00,8,57.28,458.24
1880,53720,28-04-2023 23:00,8,70.64,565.12
1587,52883,29-04-2023 00:00,6,69.85,419.1
1986,54212,29-04-2023 01:00,4,84.95,339.8
1839,56961,29-04-2023 02:00,5,17.59,87.95
1344,52415,29-04-2023 03:00,2,67.67,135.34
1813,59309,29-04-2023 04:00,6,59.64,357.84
1963,53001,29-04-2023 05:00,3,7.94,23.82
1800,51738,29-04-2023 06:00,6,24.14,144.84
1000,51364,29-04-2023 07:00,5,30.42,152.1
1146,52708,29-04-2023 08:00,2,11.89,23.78
1286,50924,29-04-2023 09:00,5,38.7,193.5
1975,50151,29-04-2023 10:00,5,7.58,37.9
1653,58777,29-04-2023 11:00,9,57.55,517.95
1052,58044,29-04-2023 12:00,8,25.09,200.72
1303,50912,29-04-2023 13:00,7,32.27,225.89
1068,52321,29-04-2023 14:00,3,91.49,274.47
1360,50495,29-04-2023 15:00,4,52.77,211.08
1601,52148,29-04-2023 16:00,6,30.56,183.36
1957,50556,29-04-2023 17:00,3,61.85,185.55
1219,51552,29-04-2023 18:00,9,24.16,217.44
1961,52120,29-04-2023 19:00,8,12.07,96.56
1703,53085,29-04-2023 20:00,6,6.99,41.94
1965,53504,29-04-2023 21:00,4,95.4,381.6
1574,50156,29-04-2023 22:00,7,73.84,516.88
1584,58926,29-04-2023 23:00,3,81,243
1160,57505,30-04-2023 00:00,8,98.19,785.52
1680,57162,30-04-2023 01:00,1,93.5,93.5
1088,55523,30-04-2023 02:00,3,75.01,225.03
1687,57543,30-04-2023 03:00,5,70.93,354.65
1780,58055,30-04-2023 04:00,5,37,185
1584,54654,30-04-2023 05:00,2,14.88,29.76
1756,56250,30-04-2023 06:00,8,59.5,476
1588,57246,30-04-2023 07:00,5,59.74,298.7
1158,50154,30-04-2023 08:00,7,95.46,668.22
1488,57950,30-04-2023 09:00,7,47.04,329.28
1970,50996,30-04-2023 10:00,5,70.63,353.15
1323,54626,30-04-2023 11:00,8,59.62,476.96
1609,52905,30-04-2023 12:00,9,21.79,196.11
1380,59369,30-04-2023 13:00,4,61.25,245
1101,50153,30-04-2023 14:00,4,56.31,225.24
1493,57853,30-04-2023 15:00,8,51.92,415.36
1643,56481,30-04-2023 16:00,1,53.78,53.78
1613,55599,30-04-2023 17:00,4,20.58,82.32
1018,51716,30-04-2023 18:00,6,49.03,294.18
1453,50786,30-04-2023 19:00,4,62.54,250.16
1481,54368,30-04-2023 20:00,6,51.5,309
1593,58096,30-04-2023 21:00,5,51.43,257.15
1396,54272,30-04-2023 22:00,9,12.36,111.24
1278,53767,30-04-2023 23:00,9,23.12,208.08
1850,58834,01-05-2023 00:00,4,35.49,141.96
1364,55994,01-05-2023 01:00,4,44.84,179.36
1330,57216,01-05-2023 02:00,8,61.42,491.36
1640,58857,01-05-2023 03:00,4,87.02,348.08
1343,53426,01-05-2023 04:00,2,20.12,40.24
1821,53783,01-05-2023 05:00,2,6.43,12.86
1454,55427,01-05-2023 06:00,1,47.68,47.68
1600,57011,01-05-2023 07:00,5,46.05,230.25
1724,58052,01-05-2023 08:00,6,57.43,344.58
1654,53701,01-05-2023 09:00,9,84.16,757.44
1064,59261,01-05-2023 10:00,5,81.22,406.1
1075,52349,01-05-2023 11:00,6,14.5,87
1710,57011,01-05-2023 12:00,6,93.73,562.38
1142,57055,01-05-2023 13:00,3,15.49,46.47
1916,51212,01-05-2023 14:00,4,65.28,261.12
1914,56965,01-05-2023 15:00,1,68.88,68.88
1827,59344,01-05-2023 16:00,4,69.59,278.36
1604,56704,01-05-2023 17:00,1,30.21,30.21
1472,57433,01-05-2023 18:00,5,36.38,181.9
1416,52511,01-05-2023 19:00,8,57.12,456.96
1304,50143,01-05-2023 20:00,8,23.96,191.68
1735,57367,01-05-2023 21:00,5,6.93,34.65
1496,53228,01-05-2023 22:00,2,58.4,116.8
1290,54582,01-05-2023 23:00,6,49.2,295.2
1939,56031,02-05-2023 00:00,1,67.39,67.39
1101,54243,02-05-2023 01:00,7,18.94,132.58
1985,59549,02-05-2023 02:00,4,84.89,339.56
1266,52713,02-05-2023 03:00,5,18.89,94.45
1866,54185,02-05-2023 04:00,6,89.68,538.08
1967,59549,02-05-2023 05:00,1,47.7,47.7
1621,57328,02-05-2023 06:00,9,57.23,515.07
1973,54633,02-05-2023 07:00,4,90.18,360.72
1841,53192,02-05-2023 08:00,8,33.49,267.92
1961,50300,02-05-2023 09:00,5,22.27,111.35
1941,50723,02-05-2023 10:00,8,47.35,378.8
1776,55694,02-05-2023 11:00,1,28.21,28.21
1002,53010,02-05-2023 12:00,8,55.15,441.2
1084,55555,02-05-2023 13:00,4,31.15,124.6
1793,50067,02-05-2023 14:00,2,87.13,174.26
1327,52506,02-05-2023 15:00,6,62.7,376.2
1815,51537,02-05-2023 16:00,2,5.02,10.04
1449,50397,02-05-2023 17:00,5,81.52,407.6
1453,55680,02-05-2023 18:00,2,36.37,72.74
1923,59355,02-05-2023 19:00,3,35.42,106.26
1628,54825,02-05-2023 20:00,6,41.39,248.34
1220,58747,02-05-2023 21:00,1,64.87,64.87
1153,56048,02-05-2023 22:00,6,47,282
1664,53661,02-05-2023 23:00,3,64.72,194.16
1011,59943,03-05-2023 00:00,7,18.94,132.58
1132,52941,03-05-2023 01:00,2,97.17,194.34
1993,57067,03-05-2023 02:00,6,74.31,445.86
1303,55091,03-05-2023 03:00,8,28.77,230.16
1292,51601,03-05-2023 04:00,1,73.8,73.8
1974,51480,03-05-2023 05:00,9,59.63,536.67
1299,56230,03-05-2023 06:00,5,15.37,76.85
1739,59294,03-05-2023 07:00,5,21.93,109.65
1782,53276,03-05-2023 08:00,5,8.92,44.6
1042,56447,03-05-2023 09:00,6,81.88,491.28
1943,55499,03-05-2023 10:00,2,57.41,114.82
1342,56273,03-05-2023 11:00,6,35.09,210.54
1325,51299,03-05-2023 12:00,4,17,68
1813,55818,03-05-2023 13:00,8,50.98,407.84
1497,56701,03-05-2023 14:00,9,54.9,494.1
1363,54994,03-05-2023 15:00,9,71.69,645.21
1890,57489,03-05-2023 16:00,8,97.14,777.12
1426,59727,03-05-2023 17:00,3,46.32,138.96
1020,58269,03-05-2023 18:00,4,43.57,174.28
1406,52831,03-05-2023 19:00,1,40.14,40.14
1618,52721,03-05-2023 20:00,9,83.56,752.04
1335,51532,03-05-2023 21:00,5,19.85,99.25
1814,58429,03-05-2023 22:00,6,37.66,225.96
1116,55253,03-05-2023 23:00,3,73.87,221.61
1123,51996,04-05-2023 00:00,8,6.49,51.92
1398,55311,04-05-2023 01:00,7,32.49,227.43
1792,50277,04-05-2023 02:00,1,65.94,65.94
1803,53089,04-05-2023 03:00,5,22.67,113.35
1714,50523,04-05-2023 04:00,9,33.76,303.84
1050,54275,04-05-2023 05:00,6,51.17,307.02
1782,55365,04-05-2023 06:00,8,45.09,360.72
1323,53122,04-05-2023 07:00,1,15.07,15.07
1788,58167,04-05-2023 08:00,7,94.13,658.91
1140,55190,04-05-2023 09:00,3,9.21,27.63
1469,54575,04-05-2023 10:00,9,76.23,686.07
1786,57727,04-05-2023 11:00,6,11.79,70.74
1801,51797,04-05-2023 12:00,5,49.39,246.95
1333,52131,04-05-2023 13:00,8,21.66,173.28
1892,57322,04-05-2023 14:00,8,18.4,147.2
1963,56500,04-05-2023 15:00,3,16.96,50.88
1372,50815,04-05-2023 16:00,2,48.01,96.02
1563,58634,04-05-2023 17:00,2,53.97,107.94
1493,56666,04-05-2023 18:00,5,17.67,88.35
1538,50142,04-05-2023 19:00,7,98.04,686.28
1668,51410,04-05-2023 20:00,8,29.49,235.92
1750,50534,04-05-2023 21:00,8,48.59,388.72
1155,59908,04-05-2023 22:00,8,25.55,204.4
1290,53364,04-05-2023 23:00,3,51.92,155.76
1647,51032,05-05-2023 00:00,2,76.82,153.64
1143,53342,05-05-2023 01:00,4,54.5,218
1105,59602,05-05-2023 02:00,1,32.14,32.14
1419,56085,05-05-2023 03:00,3,28.6,85.8
1669,54500,05-05-2023 04:00,9,77.1,693.9
1657,51172,05-05-2023 05:00,7,16.23,113.61
1001,59080,05-05-2023 06:00,7,40.15,281.05
1944,54517,05-05-2023 07:00,1,19.39,19.39
1588,58007,05-05-2023 08:00,7,29.51,206.57
1643,51641,05-05-2023 09:00,7,19.5,136.5
1089,50471,05-05-2023 10:00,4,89.24,356.96
1344,52940,05-05-2023 11:00,7,74.53,521.71
1349,58738,05-05-2023 12:00,8,58.29,466.32
1458,54726,05-05-2023 13:00,3,26.32,78.96
1262,57670,05-05-2023 14:00,2,53.47,106.94
1350,53723,05-05-2023 15:00,7,54.48,381.36
1107,50363,05-05-2023 16:00,5,61.09,305.45
1585,53309,05-05-2023 17:00,5,10.71,53.55
1038,50545,05-05-2023 18:00,5,97.43,487.15
1908,53240,05-05-2023 19:00,7,49.22,344.54
1158,56665,05-05-2023 20:00,9,93.02,837.18
1582,51936,05-05-2023 21:00,8,5.93,47.44
1958,59154,05-05-2023 22:00,6,28.52,171.12
1311,50882,05-05-2023 23:00,7,14.88,104.16
1240,53840,06-05-2023 00:00,9,78.11,702.99
1937,56923,06-05-2023 01:00,6,35.41,212.46
1444,59062,06-05-2023 02:00,1,84.85,84.85
1297,54611,06-05-2023 03:00,4,84.08,336.32
1951,59057,06-05-2023 04:00,8,68.44,547.52
1035,55204,06-05-2023 05:00,7,68.25,477.75
1083,57288,06-05-2023 06:00,3,71.52,214.56
1451,53203,06-05-2023 07:00,3,69.01,207.03
1885,52244,06-05-2023 08:00,3,41.76,125.28
1774,50018,06-05-2023 09:00,1,69.87,69.87
1821,50641,06-05-2023 10:00,1,90.25,90.25
1384,53083,06-05-2023 11:00,6,36.59,219.54
1171,55200,06-05-2023 12:00,1,94.76,94.76
1375,58521,06-05-2023 13:00,5,6.29,31.45
1684,50865,06-05-2023 14:00,4,38.16,152.64
1361,50773,06-05-2023 15:00,5,17.55,87.75
1558,54732,06-05-2023 16:00,7,17.03,119.21
1890,53518,06-05-2023 17:00,6,82.47,494.82
1140,56795,06-05-2023 18:00,9,92.24,830.16
1886,56984,06-05-2023 19:00,6,78.89,473.34
1917,52567,06-05-2023 20:00,9,97.78,880.02
1117,51674,06-05-2023 21:00,4,25.55,102.2
1276,50739,06-05-2023 22:00,1,18.38,18.38
1725,51545,06-05-2023 23:00,1,54.47,54.47
1219,59327,07-05-2023 00:00,7,83.76,586.32
1904,55127,07-05-2023 01:00,3,8.78,26.34
1025,56947,07-05-2023 02:00,2,99.58,199.16
1520,56620,07-05-2023 03:00,6,62.21,373.26
1782,59065,07-05-2023 04:00,6,98,588
1009,54555,07-05-2023 05:00,7,39.68,277.76
1983,55645,07-05-2023 06:00,5,48.51,242.55
1377,58943,07-05-2023 07:00,8,76.47,611.76
1632,57124,07-05-2023 08:00,7,80.31,562.17
1636,59045,07-05-2023 09:00,2,27.14,54.28
1681,53732,07-05-2023 10:00,1,93.33,93.33
1583,52283,07-05-2023 11:00,9,87.41,786.69
1151,59521,07-05-2023 12:00,5,6.73,33.65
1719,58669,07-05-2023 13:00,5,17.21,86.05
1048,56998,07-05-2023 14:00,4,52.13,208.52
1153,55413,07-05-2023 15:00,2,48.79,97.58
1858,51269,07-05-2023 16:00,5,72.3,361.5
1292,57868,07-05-2023 17:00,2,13.52,27.04
1579,52603,07-05-2023 18:00,7,66.26,463.82
1049,55961,07-05-2023 19:00,9,63.56,572.04
1663,59661,07-05-2023 20:00,9,27.19,244.71
1530,58569,07-05-2023 21:00,6,56.53,339.18
1611,57557,07-05-2023 22:00,1,26.11,26.11
1059,51680,07-05-2023 23:00,6,18.96,113.76
1166,58433,08-05-2023 00:00,5,59.45,297.25
1201,59111,08-05-2023 01:00,4,97.86,391.44
1856,55682,08-05-2023 02:00,6,27.51,165.06
1145,58084,08-05-2023 03:00,6,38.76,232.56
1914,55367,08-05-2023 04:00,6,29.37,176.22
1675,50069,08-05-2023 05:00,2,30.31,60.62
1969,53924,08-05-2023 06:00,7,43.4,303.8
1992,56200,08-05-2023 07:00,4,71.68,286.72
1438,52007,08-05-2023 08:00,9,8.69,78.21
1241,58992,08-05-2023 09:00,2,95.93,191.86
1580,58119,08-05-2023 10:00,5,9.4,47
1686,52779,08-05-2023 11:00,4,88.72,354.88
1560,54920,08-05-2023 12:00,9,89.97,809.73
1482,50755,08-05-2023 13:00,4,54.83,219.32
1107,56495,08-05-2023 14:00,8,18.01,144.08
1225,55935,08-05-2023 15:00,8,58.69,469.52
1672,59513,08-05-2023 16:00,6,64.72,388.32
1630,52330,08-05-2023 17:00,6,86.49,518.94
1660,55705,08-05-2023 18:00,8,57.34,458.72
1976,58301,08-05-2023 19:00,9,44.02,396.18
1661,51016,08-05-2023 20:00,5,84.64,423.2
1431,57347,08-05-2023 21:00,1,98.19,98.19
1804,58216,08-05-2023 22:00,1,66.28,66.28
1654,54938,08-05-2023 23:00,2,88.07,176.14
1418,52838,09-05-2023 00:00,5,61.88,309.4
1987,50737,09-05-2023 01:00,4,70.53,282.12
1454,56200,09-05-2023 02:00,1,70.38,70.38
1159,58371,09-05-2023 03:00,4,71.95,287.8
1522,50231,09-05-2023 04:00,4,35.5,142
1649,51917,09-05-2023 05:00,4,59.69,238.76
1968,58534,09-05-2023 06:00,1,61.44,61.44
1589,55918,09-05-2023 07:00,9,34.93,314.37
1076,52623,09-05-2023 08:00,3,38.24,114.72
1508,58646,09-05-2023 09:00,4,77.41,309.64
1440,56401,09-05-2023 10:00,5,60.36,301.8
1253,57072,09-05-2023 11:00,7,19.18,134.26
1920,52276,09-05-2023 12:00,6,84.58,507.48
1769,57393,09-05-2023 13:00,5,88.9,444.5
1319,58787,09-05-2023 14:00,8,49.28,394.24
1802,53874,09-05-2023 15:00,1,24.85,24.85
1262,54530,09-05-2023 16:00,7,95.02,665.14
1596,57164,09-05-2023 17:00,6,88.82,532.92
1657,54497,09-05-2023 18:00,5,28.22,141.1
1834,57933,09-05-2023 19:00,7,14.08,98.56
1553,52135,09-05-2023 20:00,3,46.86,140.58
1373,56727,09-05-2023 21:00,1,69.26,69.26
1636,51565,09-05-2023 22:00,9,21.66,194.94
1166,50308,09-05-2023 23:00,2,53.76,107.52
1936,58534,10-05-2023 00:00,3,45.41,136.23
1752,58627,10-05-2023 01:00,8,89.6,716.8
1458,58368,10-05-2023 02:00,9,45.81,412.29
1998,50138,10-05-2023 03:00,3,55.71,167.13
1279,50193,10-05-2023 04:00,6,95.75,574.5
1699,53257,10-05-2023 05:00,7,33.47,234.29
1301,53235,10-05-2023 06:00,1,32.45,32.45
1530,50942,10-05-2023 07:00,7,80.96,566.72
1579,54620,10-05-2023 08:00,4,31.37,125.48
1217,55720,10-05-2023 09:00,5,84.03,420.15
1101,56353,10-05-2023 10:00,8,14.08,112.64
1553,54957,10-05-2023 11:00,4,15.57,62.28
1287,59145,10-05-2023 12:00,4,90.63,362.52
1166,59494,10-05-2023 13:00,8,56.38,451.04
1620,53381,10-05-2023 14:00,5,73.29,366.45
1035,55839,10-05-2023 15:00,6,26.4,158.4
